EmployeeID,Gender,Age,Dept,JobTitle,Tenure,YearsInCurrentRole,YearsSinceLastPromotion,Education,Location,Country,Salary,LastRating,ManagerID,Attrition,PerformanceText,CompaRatio,HireSource,HireDate,InterviewScore,InterviewScore_Technical,InterviewScore_Cultural,InterviewScore_Curiosity,AssessmentScore,PriorExperienceYears,JobLevel,PromotionCount,LastPromotionDate,ManagerChangeCount,Age_Group,InterviewScore_Communication,InterviewScore_Leadership,eNPS_Score,Pulse_Score,ManagerSatisfaction,WorkLifeBalance,CareerGrowthSatisfaction,Onboarding_30d,Onboarding_60d,Onboarding_90d
EMP0591,Female,29,Engineering,Principal Engineer,10.47,3.36,0.1,Bachelor,Toronto,Canada,184524,3.9,MGR034,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in cloud architecture.,1.03,Campus,2015-07-30,3.5,3.2,3.3,3.7,67.8,0.0,5,4,2025-12-09,4,20-29,4.8,2.9,3,4.7,1.4,3.5,1.8,,,
EMP0592,Female,35,Sales,Account Executive,4.85,1.12,0.0,Master,Bangalore,India,52819,4.3,MGR042,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in closing deals.,1.06,Internal,2021-03-11,4.1,4.6,3.9,3.1,77.1,8.2,2,0,,3,30-39,3.2,2.9,0,4.2,5.0,2.5,1.5,,,
EMP0593,Female,33,Operations,Senior Ops Manager,5.28,0.12,1.0,Bachelor,Austin,United States,168813,3.5,MGR036,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in logistics.,0.96,Internal,2020-10-05,3.4,4.1,3.1,3.4,49.4,5.7,4,3,2025-01-14,0,30-39,2.5,3.3,1,1.2,1.3,2.9,3.6,,,
EMP0594,Male,32,Engineering,Engineer,2.9,1.95,2.9,Bachelor,Mumbai,India,45897,4.7,MGR011,0,Exceptional performer who consistently exceeds expectations. Demonstrates strong leadership and technical skills. Highly collaborative team player. Strong in code review.,0.92,Campus,2023-02-21,3.9,2.0,3.7,4.8,60.1,7.1,2,1,2023-02-21,1,30-39,3.0,4.8,9,2.6,3.0,3.2,3.5,,,
EMP0595,Male,39,Sales,Sales Rep,1.38,1.38,0.0,Master,Paris,France,66466,3.9,MGR022,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in closing deals.,0.95,Website,2024-08-29,4.0,4.9,3.4,4.1,84.2,15.6,1,0,,1,30-39,2.6,4.4,2,1.2,4.4,4.4,3.7,,,
EMP0596,Male,29,Marketing,Senior Marketing Manager,11.82,3.05,5.1,Master,Bangalore,India,73431,5.0,MGR004,0,Outstanding contributor with excellent problem-solving abilities. Shows initiative and drives innovation. Strong communication skills and mentorship qualities. Strong in campaign management.,1.05,LinkedIn,2014-03-24,5.0,4.9,4.1,3.3,83.0,0.0,4,2,2020-12-10,0,20-29,2.2,4.5,0,4.7,4.8,4.6,2.9,,,
EMP0597,Female,50,Sales,Sales Manager,5.8,1.28,3.7,PhD,Paris,France,121289,2.4,MGR037,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in closing deals. Valuable institutional knowledge.,0.99,LinkedIn,2020-03-29,2.1,2.9,3.5,2.6,82.7,22.2,4,2,2022-05-05,3,50-59,2.1,3.1,3,2.3,3.0,4.9,4.0,,,
EMP0598,Male,45,Engineering,Staff Engineer,6.15,0.68,1.5,Bachelor,San Francisco,United States,186363,3.6,MGR044,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in DevOps. Adapting well to new role.,1.06,LinkedIn,2019-11-23,3.2,3.3,3.2,3.5,62.0,16.9,4,2,2024-07-16,0,40-49,4.6,4.6,7,4.9,1.4,3.4,2.3,,,
EMP0599,Male,32,Engineering,Senior Engineer,4.75,0.55,0.8,Bachelor,Paris,France,101366,4.7,MGR013,0,Outstanding contributor with excellent problem-solving abilities. Shows initiative and drives innovation. Strong communication skills and mentorship qualities. Strong in Python.,0.97,Website,2021-04-17,5.0,3.3,4.3,4.2,42.4,5.2,3,1,2025-03-28,1,30-39,3.9,4.9,3,2.5,3.4,4.6,1.6,,,
EMP0600,Male,33,Engineering,Senior Engineer,5.85,0.87,0.9,Master,Bangalore,India,57959,3.0,MGR003,1,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in Python.,0.97,Internal,2020-03-11,2.8,3.9,3.3,2.4,98.2,5.2,3,2,2025-02-20,1,30-39,4.7,3.9,9,3.6,2.4,3.3,1.8,,,
EMP0601,Male,46,Marketing,Marketing Coordinator,2.51,0.16,0.0,Associate,Singapore,Singapore,81970,4.9,MGR006,0,Top talent. Delivers high-quality work ahead of schedule. Inspires others with their dedication and expertise. Strong in brand development.,0.91,Campus,2023-07-13,5.0,2.5,3.5,4.2,86.4,21.5,1,0,,3,40-49,2.7,2.6,5,4.9,1.1,1.2,3.8,,,
EMP0602,Non-Binary,32,Engineering,Engineer,5.18,0.36,5.2,Master,Mumbai,India,46875,4.0,MGR012,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in cloud architecture.,0.94,Internal,2020-11-11,4.4,2.4,2.9,4.3,58.3,4.8,2,1,2020-11-03,4,30-39,2.9,2.2,4,3.2,4.2,1.5,3.6,,,
EMP0603,Female,32,Sales,Sales Manager,5.85,1.91,0.3,Bachelor,Vancouver,Canada,148650,3.6,MGR043,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in negotiation.,0.94,Website,2020-03-11,3.2,2.1,4.9,4.5,47.9,4.2,4,2,2025-09-27,0,30-39,3.7,2.4,7,2.8,4.3,1.2,3.6,,,
EMP0604,Female,41,Engineering,Senior Engineer,9.2,0.98,0.7,Bachelor,Sydney,Australia,123741,3.3,MGR010,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in JavaScript.,0.97,Website,2016-11-05,3.2,4.4,2.2,5.0,81.7,9.8,3,2,2025-05-04,1,40-49,4.4,3.0,0,3.9,4.6,3.9,1.9,,,
EMP0605,Female,25,Engineering,Senior Engineer,7.9,2.19,0.3,High School,Mumbai,India,58901,3.7,MGR016,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in Python.,0.98,LinkedIn,2018-02-22,3.5,2.8,4.7,4.3,95.6,0.0,3,2,2025-09-27,2,20-29,3.9,2.4,8,1.5,1.0,4.2,3.5,,,
EMP0606,Male,31,Sales,Sales Manager,6.72,6.72,0.5,Master,São Paulo,Brazil,82148,5.0,MGR044,0,Top talent. Delivers high-quality work ahead of schedule. Inspires others with their dedication and expertise. Strong in client relations.,1.04,Internal,2019-04-29,5.0,4.9,3.6,3.1,85.7,2.3,4,2,2025-07-16,3,30-39,2.0,4.2,10,2.2,4.7,1.8,3.1,,,
EMP0607,Female,28,Customer Success,CS Manager,2.81,0.08,0.7,Bachelor,Berlin,Germany,109678,2.7,MGR027,1,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in onboarding.,0.97,LinkedIn,2023-03-26,2.9,5.0,4.6,4.7,53.0,3.2,3,2,2025-05-04,3,20-29,4.1,4.9,0,3.8,3.5,1.2,4.5,,,
EMP0608,Male,22,Engineering,Junior Engineer,4.63,2.78,0.0,Bachelor,Singapore,Singapore,97933,4.1,MGR029,1,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in Python. Adapting well to new role.,1.09,LinkedIn,2021-05-31,4.5,3.0,4.7,3.5,59.0,0.0,1,0,,3,20-29,3.3,2.5,3,3.7,1.2,2.9,4.5,,,
EMP0609,Female,31,Engineering,Junior Engineer,6.14,0.17,0.0,Associate,Melbourne,Australia,90197,2.7,MGR021,1,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in system design. Adapting well to new role.,1.06,LinkedIn,2019-11-26,2.9,3.3,4.7,3.7,74.0,2.9,1,0,,2,30-39,3.8,3.7,2,3.8,5.0,3.3,3.6,,,
EMP0610,Female,30,Marketing,Marketing Specialist,1.63,1.63,0.0,Master,London,United Kingdom,100917,3.5,MGR010,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in analytics. Adapting well to new role.,1.08,Website,2024-05-30,2.9,3.9,4.3,3.6,72.4,6.4,2,0,,4,30-39,4.0,2.7,4,2.8,4.6,4.6,4.6,,,
EMP0611,Male,25,Marketing,Marketing Manager,4.58,0.39,1.7,High School,Vancouver,Canada,144394,5.0,MGR044,0,Top talent. Delivers high-quality work ahead of schedule. Inspires others with their dedication and expertise. Strong in content strategy. Adapting well to new role.,1.07,JobBoard,2021-06-18,4.5,3.0,4.1,3.5,49.6,0.0,3,1,2024-05-04,2,20-29,2.9,4.2,6,4.9,3.0,4.6,3.5,,,
EMP0612,Female,22,Engineering,Junior Engineer,0.1,0.1,0.0,Bachelor,San Francisco,United States,107639,3.5,MGR003,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in cloud architecture. Adapting well to new role.,1.08,Agency,2025-12-09,4.1,2.4,3.1,2.4,92.9,0.0,1,0,,4,20-29,3.1,3.2,1,3.0,1.6,4.6,2.3,3.3,,
EMP0613,Male,43,Product,Associate PM,4.21,0.98,0.0,Master,Munich,Germany,72222,4.4,MGR021,1,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in feature prioritization.,0.96,Website,2021-10-31,3.9,5.0,2.9,4.2,72.9,16.8,1,0,,3,40-49,2.3,2.6,1,3.8,2.1,1.2,2.3,,,
EMP0614,Female,43,Sales,Sales Rep,0.1,0.1,0.0,Master,Mumbai,India,43446,4.1,MGR047,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in CRM expertise. Adapting well to new role.,1.09,Referral,2025-12-09,4.1,3.8,3.9,3.3,69.2,20.9,1,0,,0,40-49,2.5,4.5,7,1.6,2.5,2.1,1.4,4.7,,
EMP0615,Female,51,Engineering,Staff Engineer,8.19,3.67,0.6,Bachelor,Toronto,Canada,167985,3.8,MGR042,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in code review.,1.07,Internal,2017-11-08,4.0,4.1,4.2,2.5,66.0,20.8,4,2,2025-06-09,2,50-59,4.5,4.3,2,4.8,1.8,4.0,4.8,,,
EMP0616,Female,35,Sales,VP Sales,7.41,0.49,1.4,PhD,London,United Kingdom,184787,3.4,MGR012,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in negotiation.,1.1,Campus,2018-08-20,3.5,3.1,4.7,2.9,98.0,5.6,6,5,2024-08-22,2,30-39,2.3,4.2,6,2.9,2.4,3.6,3.2,,,
EMP0617,Male,22,Product,Group PM,9.05,2.87,0.1,Bachelor,Mumbai,India,67631,4.2,MGR046,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in feature prioritization. Adapting well to new role. Valuable institutional knowledge.,0.97,Internal,2016-12-29,3.8,4.5,2.3,2.2,61.8,0.0,4,3,2025-12-09,4,20-29,2.2,4.1,4,1.6,2.4,3.7,2.3,,,
EMP0618,Female,33,Product,Group PM,6.13,2.25,1.4,Bachelor,Tokyo,Japan,150135,4.0,MGR016,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in roadmap planning. Adapting well to new role.,1.07,Agency,2019-11-30,4.1,4.7,3.3,4.0,67.9,4.9,4,2,2024-08-22,1,30-39,2.2,3.7,2,3.5,1.4,3.6,4.4,,,
EMP0619,Male,47,Sales,Account Executive,4.67,1.27,0.0,Associate,Sydney,Australia,101308,3.0,MGR048,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in negotiation.,0.95,JobBoard,2021-05-16,2.5,4.5,2.5,3.0,41.7,20.3,2,0,,2,40-49,4.7,4.0,7,4.7,5.0,4.0,2.7,,,
EMP0620,Female,36,Customer Success,Senior CS Manager,4.58,0.31,3.4,PhD,Tokyo,Japan,150475,3.5,MGR014,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in renewal negotiation. Adapting well to new role.,1.07,Campus,2021-06-18,3.7,3.7,4.7,4.6,65.5,9.4,4,3,2022-08-22,3,30-39,2.8,2.4,8,1.4,4.8,1.3,2.1,,,
EMP0621,Male,39,Sales,Account Executive,1.47,1.47,0.0,Master,Singapore,Singapore,107201,3.5,MGR046,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in closing deals.,0.95,Referral,2024-07-27,3.1,2.7,4.8,4.9,92.9,15.5,2,0,,4,30-39,3.1,2.0,2,3.2,4.6,2.1,1.1,,,
EMP0622,Female,22,Engineering,Junior Engineer,0.17,0.17,0.0,Master,Tokyo,Japan,87617,2.9,MGR012,1,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in system design.,1.1,LinkedIn,2025-11-13,2.0,2.5,3.7,3.2,51.4,0.0,1,0,,3,20-29,3.5,2.9,8,1.4,5.0,2.6,2.2,3.2,3.0,
EMP0623,Male,39,Sales,Senior AE,6.59,1.33,2.2,Master,London,United Kingdom,122410,3.3,MGR041,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in CRM expertise.,1.09,Website,2019-06-15,3.0,3.5,4.3,3.5,46.7,10.4,3,1,2023-11-03,1,30-39,3.3,4.5,3,4.3,2.0,3.1,2.7,,,
EMP0624,Female,42,Customer Success,CS Manager,7.2,1.72,1.7,Bachelor,New York,United States,138173,2.8,MGR026,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in customer retention.,0.92,Agency,2018-11-04,2.7,3.9,3.2,4.8,70.0,12.8,3,1,2024-05-04,3,40-49,2.9,4.3,5,4.1,4.4,1.3,4.6,,,
EMP0625,Male,41,HR,HR Business Partner,5.02,1.76,1.5,Associate,Berlin,Germany,115748,3.1,MGR015,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in employee relations.,1.03,Agency,2021-01-08,2.8,4.6,4.1,4.3,58.9,14.0,3,1,2024-07-16,4,40-49,2.1,2.6,4,2.5,5.0,4.6,4.0,,,
EMP0626,Male,27,Engineering,Principal Engineer,6.37,1.62,2.2,Bachelor,Sydney,Australia,169999,2.5,MGR002,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in JavaScript.,1.0,Referral,2019-09-03,3.0,2.1,4.8,4.4,81.6,0.0,5,4,2023-11-03,4,20-29,4.4,3.9,7,4.2,2.5,2.5,1.8,,,
EMP0627,Female,32,Engineering,Senior Engineer,8.11,0.5,0.7,High School,Chicago,United States,139060,3.8,MGR010,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in JavaScript.,0.93,Campus,2017-12-07,3.5,4.7,2.3,2.6,99.2,1.9,3,1,2025-05-04,2,30-39,2.6,3.9,2,2.1,3.7,3.6,4.8,,,
EMP0628,Male,31,Sales,Senior AE,9.33,0.79,6.1,High School,Bangalore,India,58359,4.1,MGR049,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in client relations. Adapting well to new role. Valuable institutional knowledge.,0.97,Referral,2016-09-18,3.8,2.1,3.7,4.2,55.2,0.0,3,1,2019-12-11,2,30-39,2.2,2.3,6,3.0,1.1,1.8,4.9,,,
EMP0629,Male,42,Customer Success,CS Manager,2.48,2.48,0.4,PhD,New York,United States,155477,1.5,MGR017,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in customer retention. Valuable institutional knowledge.,1.04,Website,2023-07-24,1.4,2.3,4.7,4.4,85.1,17.5,3,2,2025-08-21,4,40-49,2.2,4.7,8,1.9,3.3,1.4,2.1,,,
EMP0630,Female,37,Customer Success,CS Representative,0.47,0.39,0.0,Master,Singapore,Singapore,91747,3.1,MGR034,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in relationship building.,1.02,JobBoard,2025-07-27,2.1,3.1,3.4,2.8,50.8,14.5,1,0,,3,30-39,2.5,2.1,1,3.7,4.4,2.7,3.9,4.8,3.3,3.8
EMP0631,Male,40,Sales,Senior AE,2.43,1.21,2.4,Master,Singapore,Singapore,129734,2.3,MGR025,1,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in CRM expertise.,0.96,Referral,2023-08-12,2.7,4.8,3.6,3.8,82.7,15.6,3,2,2023-08-22,1,40-49,2.3,2.8,10,4.3,1.7,2.5,3.5,,,
EMP0632,Female,29,Engineering,Junior Engineer,6.2,1.8,0.0,Bachelor,Manchester,United Kingdom,79531,3.0,MGR046,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in cloud architecture.,1.06,Website,2019-11-04,2.9,3.3,3.0,3.4,93.7,0.8,1,0,,0,20-29,4.7,5.0,4,4.0,3.9,4.2,1.1,,,
EMP0633,Female,56,Customer Success,Senior CS Manager,8.57,0.28,2.8,Associate,Austin,United States,180119,1.9,MGR013,1,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in onboarding. Valuable institutional knowledge.,1.03,JobBoard,2017-06-22,2.4,2.2,3.7,4.2,47.3,25.4,4,3,2023-03-30,4,50-59,3.3,4.4,2,1.5,4.5,3.2,2.4,,,
EMP0634,Female,28,Customer Success,CS Specialist,2.48,0.05,1.3,Bachelor,London,United Kingdom,87655,2.9,MGR002,1,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in relationship building. Adapting well to new role. Valuable institutional knowledge.,0.93,Agency,2023-07-24,3.6,2.7,3.9,2.1,90.9,3.5,2,1,2024-09-27,1,20-29,4.0,3.5,4,4.8,3.5,4.8,4.2,,,
EMP0635,Male,25,Sales,Sales Manager,6.26,0.36,2.1,Master,Austin,United States,158828,3.3,MGR020,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in closing deals. Adapting well to new role.,0.91,Campus,2019-10-14,3.2,4.5,3.3,3.3,66.6,0.0,4,3,2023-12-10,0,20-29,2.1,3.2,10,4.5,1.6,2.5,1.7,,,
EMP0636,Female,45,Customer Success,Senior CS Manager,5.83,0.25,2.0,Master,San Francisco,United States,165722,3.5,MGR027,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in account management.,0.95,LinkedIn,2020-03-19,3.5,5.0,2.8,4.2,73.1,17.2,4,3,2024-01-15,3,40-49,2.5,4.7,7,4.3,3.2,4.8,1.9,,,
EMP0637,Non-Binary,34,Engineering,Engineer,3.82,0.48,0.0,Bachelor,Toronto,Canada,101841,3.5,MGR013,1,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in API development. Valuable institutional knowledge.,0.91,Campus,2022-03-22,3.3,3.1,2.4,3.3,76.0,8.2,2,0,,2,30-39,3.9,4.4,6,2.6,1.7,1.3,3.1,,,
EMP0638,Female,41,Engineering,Junior Engineer,2.34,0.14,0.0,Bachelor,Vancouver,Canada,94785,2.9,MGR037,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in JavaScript. Adapting well to new role.,1.05,Website,2023-09-13,2.4,2.8,2.0,4.4,88.8,16.7,1,0,,2,40-49,2.1,4.2,3,2.9,2.0,2.3,3.0,,,
EMP0639,Female,22,Sales,Senior AE,6.26,1.82,1.1,Bachelor,São Paulo,Brazil,60921,3.6,MGR012,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in closing deals. Adapting well to new role.,0.9,LinkedIn,2019-10-14,4.1,3.8,4.4,4.3,61.0,0.0,3,1,2024-12-09,2,20-29,3.7,2.7,9,3.3,3.9,4.8,4.1,,,
EMP0640,Male,35,Engineering,Senior Engineer,1.26,1.26,0.4,Master,Austin,United States,136603,1.7,MGR002,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in DevOps.,0.91,Campus,2024-10-12,1.8,4.3,4.6,4.4,90.1,11.7,3,2,2025-08-21,1,30-39,3.4,3.4,8,1.3,2.3,4.6,2.8,,,
EMP0641,Female,31,Sales,Sales Manager,6.4,0.38,1.5,Bachelor,Toronto,Canada,157937,2.6,MGR046,1,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in pipeline management.,1.0,LinkedIn,2019-08-23,2.7,2.1,3.1,4.0,74.4,2.6,4,2,2024-07-16,0,30-39,2.1,2.8,6,3.9,2.3,1.8,3.7,,,
EMP0642,Male,39,Customer Success,CS Specialist,2.81,1.96,0.7,Master,Bangalore,India,49053,3.2,MGR037,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in account management.,0.98,Website,2023-03-26,2.8,2.7,2.8,4.9,50.7,14.2,2,1,2025-05-04,3,30-39,4.0,4.4,1,4.9,4.3,4.2,2.3,,,
EMP0643,Male,38,Sales,Senior AE,0.8,0.0,0.8,Master,Tokyo,Japan,131981,2.5,MGR038,1,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in closing deals.,1.1,LinkedIn,2025-03-28,3.2,5.0,3.8,4.0,80.9,15.2,3,1,2025-03-28,3,30-39,3.8,2.6,3,3.7,4.6,2.4,3.7,,,
EMP0644,Female,37,Sales,Sales Manager,11.23,0.37,1.2,Bachelor,Bangalore,India,76439,3.1,MGR039,1,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in negotiation.,1.09,Referral,2014-10-26,3.2,3.8,3.3,4.7,85.3,3.8,4,2,2024-11-02,1,30-39,2.4,4.2,3,2.8,4.7,2.1,3.0,,,
EMP0645,Male,28,Customer Success,CS Representative,4.43,1.92,0.0,Bachelor,Berlin,Germany,69702,3.1,MGR004,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in customer retention. Adapting well to new role.,0.93,Website,2021-08-12,2.6,4.1,4.0,2.8,54.1,1.6,1,0,,1,20-29,3.0,2.7,7,1.2,1.4,3.0,2.0,,,
EMP0646,Male,27,Finance,Finance Manager,7.32,7.32,0.3,Bachelor,Tokyo,Japan,114039,3.6,MGR041,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in budgeting. Valuable institutional knowledge.,0.95,Campus,2018-09-22,4.1,3.1,4.7,3.1,81.4,0.0,3,1,2025-09-27,2,20-29,2.3,2.8,4,1.1,2.5,2.9,4.0,,,
EMP0647,Female,42,Engineering,Staff Engineer,5.2,0.32,2.3,Master,Manchester,United Kingdom,131901,4.2,MGR047,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in API development. Valuable institutional knowledge.,1.0,Agency,2020-11-03,3.9,3.3,3.1,3.1,56.5,14.8,4,2,2023-09-28,1,40-49,3.2,2.7,1,2.2,1.4,2.8,4.5,,,
EMP0648,Male,26,Sales,Account Executive,4.02,1.84,0.0,Bachelor,Chicago,United States,129779,3.7,MGR024,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in client relations.,1.04,Campus,2022-01-08,2.9,3.5,4.7,3.8,54.4,0.0,2,0,,1,20-29,4.6,4.0,5,1.5,2.2,1.2,2.3,,,
EMP0649,Male,26,Engineering,Junior Engineer,0.58,0.58,0.0,Master,Munich,Germany,80033,3.4,MGR022,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in JavaScript. Adapting well to new role.,1.07,Campus,2025-06-17,4.4,3.2,4.2,2.6,78.8,3.4,1,0,,4,20-29,4.0,2.8,1,3.7,2.9,2.8,2.3,,,
EMP0650,Female,25,Customer Success,Senior CS Manager,5.69,0.77,1.1,Bachelor,Paris,France,124950,3.7,MGR036,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in customer retention.,1.02,Campus,2020-05-09,4.9,3.0,3.2,4.6,59.7,0.0,4,3,2024-12-09,1,20-29,2.4,2.2,7,3.7,3.0,1.0,2.9,,,
EMP0651,Female,34,Sales,Senior AE,0.1,0.1,0.1,Master,Berlin,Germany,117252,2.5,MGR032,1,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in closing deals. Valuable institutional knowledge.,1.04,JobBoard,2025-12-09,1.6,2.5,2.2,3.7,99.0,11.9,3,1,2025-12-09,0,30-39,2.6,3.6,2,2.3,2.7,3.1,2.4,4.4,,
EMP0652,Male,22,Engineering,Principal Engineer,7.89,0.74,2.3,PhD,Vancouver,Canada,173607,4.5,MGR031,0,Top talent. Delivers high-quality work ahead of schedule. Inspires others with their dedication and expertise. Strong in Python.,0.96,Internal,2018-02-26,4.4,2.1,3.7,3.7,65.6,0.0,5,4,2023-09-28,3,20-29,4.7,3.4,0,3.0,3.0,3.1,1.2,,,
EMP0653,Female,28,Customer Success,CS Representative,4.05,2.21,0.0,Master,Singapore,Singapore,84941,3.5,MGR030,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in account management. Valuable institutional knowledge.,0.94,Campus,2021-12-28,3.4,4.7,2.9,3.6,59.0,2.0,1,0,,2,20-29,4.6,2.8,5,4.2,3.0,2.0,2.6,,,
EMP0654,Male,51,HR,HR Specialist,2.74,0.26,0.7,Bachelor,San Francisco,United States,135801,4.3,MGR011,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in performance management.,1.09,Campus,2023-04-20,4.6,4.6,4.1,2.1,49.5,26.3,2,1,2025-05-04,2,50-59,3.1,4.3,9,2.0,1.3,2.3,3.1,,,
EMP0655,Male,36,Engineering,VP Engineering,9.73,1.83,3.8,Master,San Francisco,United States,237306,2.8,MGR043,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in Python.,1.05,Website,2016-04-25,3.5,3.1,3.5,2.2,96.8,4.3,6,5,2022-03-29,2,30-39,2.5,3.5,5,3.4,3.1,3.5,4.9,,,
EMP0656,Male,36,Product,Group PM,5.75,0.17,2.7,Master,London,United Kingdom,139896,3.5,MGR035,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in user research.,1.07,Website,2020-04-17,3.0,4.6,4.4,3.6,46.1,8.2,4,2,2023-05-05,2,30-39,2.8,2.3,0,1.4,3.0,1.9,2.8,,,
EMP0657,Male,23,Engineering,Principal Engineer,11.1,0.47,4.5,Associate,Bangalore,India,78479,4.3,MGR037,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in system design. Adapting well to new role. Valuable institutional knowledge.,0.98,Referral,2014-12-12,4.4,4.4,3.1,2.5,45.5,0.0,5,4,2021-07-17,3,20-29,5.0,3.0,2,1.4,2.5,4.8,3.8,,,
EMP0658,Female,47,Engineering,Senior Engineer,0.1,0.1,0.1,PhD,Paris,France,107221,3.8,MGR013,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in system design.,1.02,Campus,2025-12-09,4.0,2.4,4.8,3.1,58.4,24.9,3,2,2025-12-09,2,40-49,3.6,4.6,10,2.7,4.7,1.7,4.6,3.1,,
EMP0659,Male,48,Engineering,Staff Engineer,6.94,0.14,0.1,High School,New York,United States,180905,2.0,MGR013,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in cloud architecture. Adapting well to new role.,1.03,JobBoard,2019-02-07,1.6,2.5,4.2,2.6,60.8,19.1,4,3,2025-12-09,2,40-49,3.4,4.2,0,3.6,3.5,4.0,4.0,,,
EMP0660,Male,29,Engineering,Staff Engineer,6.16,0.58,4.0,Bachelor,London,United Kingdom,141643,2.8,MGR025,1,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in API development.,1.08,Referral,2019-11-19,2.5,2.7,2.3,4.4,46.7,0.8,4,2,2022-01-15,1,20-29,3.7,2.4,8,4.3,3.3,2.3,1.9,,,
